,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
59,Lleyton Hewitt,Andreas Seppi,59,1,1,59,72,41,40,51,76,49,38,0.4375,0.4375,0.6509433962264151,0.6509433962264151,0.5625,0.5625,0.7647058823529411,0.7692307692307693,0.5483870967741935,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.6666666666666666,0.1568627450980392,-4,0.1568627450980392,1.0,-4.0,40.0,41.0,1.0,38.0,40.4,40,59.6,-4,8
60,Gael Monfils,Ryan Harrison,60,1,0,62,42,38,17,64,43,36,18,0.5,0.5,0.36792452830188677,0.36792452830188677,0.5,0.5,0.3137254901960784,0.3269230769230769,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3157894736842105,-0.03125,-1,-0.03125,0.0,-1.0,17.0,38.0,0.0,18.0,38.0,17,62.0,-1,-2
61,Jack Sock,Tobias Kamke,61,1,0,49,51,51,36,50,54,50,43,0.22916666666666666,0.22916666666666666,0.4528301886792453,0.4528301886792453,0.7708333333333334,0.7708333333333334,0.6862745098039216,0.6923076923076923,0.5376344086021505,0.5376344086021505,0.46236559139784944,0.46236559139784944,0.7543859649122807,-0.02,-3,-0.02,0.0,-3.0,36.0,51.0,0.0,43.0,47.5,36,52.5,-3,-1
62,Igor Sijsling,Thanasi Kokkinakis,62,1,1,54,55,46,36,59,56,41,23,0.3333333333333333,0.3333333333333333,0.49056603773584906,0.49056603773584906,0.6666666666666666,0.6666666666666666,0.6862745098039216,0.6923076923076923,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.40350877192982454,-0.0847457627118644,-1,-0.0847457627118644,1.0,-1.0,36.0,46.0,1.0,23.0,46.0,36,54.0,-1,-5
63,Bernard Tomic,Rafael Nadal,63,1,1,62,14,38,6,71,15,29,3,0.5,0.5,0.10377358490566038,0.10377358490566038,0.5,0.5,0.09803921568627451,0.11538461538461539,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.05263157894736842,-0.1267605633802817,-1,-0.1267605633802817,1.0,-1.0,6.0,38.0,1.0,3.0,27.0,6,73.0,-1,-9
64,Novak Djokovic,Leonardo Mayer,64,2,0,52,28,48,17,66,36,34,17,0.2916666666666667,0.2916666666666667,0.2358490566037736,0.2358490566037736,0.7083333333333334,0.7083333333333334,0.3137254901960784,0.3269230769230769,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2982456140350877,-0.21212121212121213,-8,-0.21212121212121213,0.0,-8.0,17.0,48.0,0.0,17.0,48.0,17,52.0,-8,-14
65,Denis Istomin,Dmitry Tursunov,65,2,0,53,45,47,26,54,47,46,36,0.3125,0.3125,0.39622641509433965,0.39622641509433965,0.6875,0.6875,0.49019607843137253,0.5,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.631578947368421,-0.018518518518518517,-2,-0.018518518518518517,0.0,-2.0,26.0,47.0,0.0,36.0,44.0,26,56.0,-2,-1
66,Ernests Gulbis,Sam Querrey,66,2,1,72,45,28,11,46,23,54,21,0.7083333333333334,0.7083333333333334,0.39622641509433965,0.39622641509433965,0.2916666666666667,0.2916666666666667,0.19607843137254902,0.21153846153846154,0.4946236559139785,0.4946236559139785,0.5053763440860215,0.5053763440860215,0.3684210526315789,0.5652173913043478,22,0.5652173913043478,1.0,22.0,11.0,28.0,1.0,21.0,28.0,11,72.0,22,26
67,Jarkko Nieminen,Fabio Fognini,67,2,1,58,62,42,30,65,57,35,23,0.4166666666666667,0.4166666666666667,0.5566037735849056,0.5566037735849056,0.5833333333333334,0.5833333333333334,0.5686274509803921,0.5769230769230769,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.40350877192982454,-0.1076923076923077,5,-0.1076923076923077,1.0,5.0,30.0,42.0,1.0,23.0,42.0,30,58.0,5,-7
68,Richard Gasquet,Nikolay Davydenko,68,2,0,77,48,23,11,58,41,42,21,0.8125,0.8125,0.42452830188679247,0.42452830188679247,0.1875,0.1875,0.19607843137254902,0.21153846153846154,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.3684210526315789,0.3275862068965517,7,0.3275862068965517,0.0,7.0,11.0,23.0,0.0,21.0,23.0,20,77.0,7,19
69,Julien Benneteau,Tommy Robredo,69,2,1,58,61,42,38,62,68,38,27,0.4166666666666667,0.4166666666666667,0.5471698113207547,0.5471698113207547,0.5833333333333334,0.5833333333333334,0.7254901960784313,0.7307692307692307,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.47368421052631576,-0.06451612903225806,-7,-0.06451612903225806,1.0,-7.0,38.0,42.0,1.0,27.0,42.0,38,58.0,-7,-4
70,Vasek Pospisil,Matthew Ebden,70,2,0,68,64,32,19,60,59,40,31,0.625,0.625,0.5754716981132075,0.5754716981132075,0.375,0.375,0.35294117647058826,0.36538461538461536,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.543859649122807,0.13333333333333333,5,0.13333333333333333,0.0,5.0,19.0,32.0,0.0,31.0,32.0,19,68.0,5,8
71,Alejandro Falla,Stanislas Wawrinka,71,2,1,56,57,44,31,60,56,40,25,0.375,0.375,0.5094339622641509,0.5094339622641509,0.625,0.625,0.5882352941176471,0.5961538461538461,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.43859649122807015,-0.06666666666666667,1,-0.06666666666666667,1.0,1.0,31.0,44.0,1.0,25.0,39.0,31,61.0,1,-4
72,David Ferrer,Adrian Mannarino,72,2,0,55,44,45,25,68,56,32,18,0.3541666666666667,0.3541666666666667,0.3867924528301887,0.3867924528301887,0.6458333333333334,0.6458333333333334,0.47058823529411764,0.4807692307692308,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.3157894736842105,-0.19117647058823528,-12,-0.19117647058823528,0.0,-12.0,25.0,45.0,0.0,18.0,45.0,25,55.0,-12,-13
73,Alexandr Dolgopolov,Jeremy Chardy,73,2,1,60,74,40,30,71,81,29,22,0.4583333333333333,0.4583333333333333,0.6698113207547169,0.6698113207547169,0.5416666666666666,0.5416666666666666,0.5686274509803921,0.5769230769230769,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.38596491228070173,-0.15492957746478872,-7,-0.15492957746478872,1.0,-7.0,30.0,40.0,1.0,22.0,40.0,30,60.0,-7,-11
74,Jerzy Janowicz,Pablo Andujar,74,2,0,79,71,21,20,67,76,33,25,0.8541666666666666,0.8541666666666666,0.6415094339622641,0.6415094339622641,0.14583333333333334,0.14583333333333334,0.37254901960784315,0.38461538461538464,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.43859649122807015,0.1791044776119403,-5,0.1791044776119403,0.0,-5.0,20.0,21.0,0.0,25.0,21.0,20,79.0,-5,12
75,Florian Mayer,Mikhail Youzhny,75,2,0,55,55,45,36,60,59,40,33,0.3541666666666667,0.3541666666666667,0.49056603773584906,0.49056603773584906,0.6458333333333334,0.6458333333333334,0.6862745098039216,0.6923076923076923,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.5789473684210527,-0.08333333333333333,-4,-0.08333333333333333,0.0,-4.0,36.0,45.0,0.0,33.0,38.0,36,62.0,-4,-5
76,Guillermo Garcia-Lopez,Edouard Roger-Vasselin,76,2,1,57,49,43,28,51,46,49,26,0.3958333333333333,0.3958333333333333,0.4339622641509434,0.4339622641509434,0.6041666666666666,0.6041666666666666,0.5294117647058824,0.5384615384615384,0.5483870967741935,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.45614035087719296,0.11764705882352941,3,0.11764705882352941,1.0,3.0,28.0,43.0,1.0,26.0,43.0,28,57.0,3,6
77,Dominic Thiem,Kevin Anderson,77,2,1,65,43,35,18,59,34,41,16,0.5625,0.5625,0.37735849056603776,0.37735849056603776,0.4375,0.4375,0.3333333333333333,0.34615384615384615,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.2807017543859649,0.1016949152542373,9,0.1016949152542373,1.0,9.0,18.0,35.0,1.0,16.0,35.0,18,65.0,9,6
78,Ivan Dodig,Damir Dzumhur,78,2,0,51,36,49,26,55,39,45,20,0.2708333333333333,0.2708333333333333,0.3113207547169811,0.3113207547169811,0.7291666666666666,0.7291666666666666,0.49019607843137253,0.5,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.3508771929824561,-0.07272727272727272,-3,-0.07272727272727272,0.0,-3.0,26.0,49.0,0.0,20.0,49.0,26,51.0,-3,-4
79,Kenny De Schepper,Tomas Berdych,79,2,1,64,37,36,15,63,33,37,10,0.5416666666666666,0.5416666666666666,0.32075471698113206,0.32075471698113206,0.4583333333333333,0.4583333333333333,0.27450980392156865,0.28846153846153844,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.17543859649122806,0.015873015873015872,4,0.015873015873015872,1.0,4.0,15.0,36.0,1.0,10.0,36.0,15,64.0,4,1
80,Roger Federer,Blaz Kavcic,80,2,0,62,32,38,18,76,45,24,9,0.5,0.5,0.27358490566037735,0.27358490566037735,0.5,0.5,0.3333333333333333,0.34615384615384615,0.8172043010752689,0.8172043010752689,0.1827956989247312,0.1827956989247312,0.15789473684210525,-0.18421052631578946,-13,-0.18421052631578946,0.0,-13.0,18.0,38.0,0.0,9.0,38.0,18,62.0,-13,-14
81,Teymuraz Gabashvili,Fernando Verdasco,81,2,0,60,67,40,34,68,62,32,26,0.4583333333333333,0.4583333333333333,0.6037735849056604,0.6037735849056604,0.5416666666666666,0.5416666666666666,0.6470588235294118,0.6538461538461539,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.45614035087719296,-0.11764705882352941,5,-0.11764705882352941,0.0,5.0,34.0,40.0,0.0,26.0,41.0,34,59.0,5,-8
82,Gilles Simon,Marin Cilic,82,2,0,50,50,50,32,49,65,51,41,0.25,0.25,0.44339622641509435,0.44339622641509435,0.75,0.75,0.6078431372549019,0.6153846153846154,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.7192982456140351,0.02040816326530612,-15,0.02040816326530612,0.0,-15.0,32.0,50.0,0.0,41.0,50.0,32,50.0,-15,1
83,Thomaz Bellucci,Jo-Wilfried Tsonga,83,2,1,64,51,36,18,45,31,55,34,0.5416666666666666,0.5416666666666666,0.4528301886792453,0.4528301886792453,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.34615384615384615,0.4838709677419355,0.4838709677419355,0.5161290322580645,0.5161290322580645,0.5964912280701754,0.4222222222222222,20,0.4222222222222222,1.0,20.0,18.0,36.0,1.0,34.0,35.5,18,64.5,20,19
84,Martin Klizan,Blaz Rola,84,2,0,63,66,37,24,58,49,42,34,0.5208333333333334,0.5208333333333334,0.5943396226415094,0.5943396226415094,0.4791666666666667,0.4791666666666667,0.45098039215686275,0.46153846153846156,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.5964912280701754,0.08620689655172414,17,0.08620689655172414,0.0,17.0,24.0,37.0,0.0,34.0,37.0,24,63.0,17,5
85,Michal Przysiezny,Stephane Robert,85,2,1,58,56,42,30,58,50,42,24,0.4166666666666667,0.4166666666666667,0.5,0.5,0.5833333333333334,0.5833333333333334,0.5686274509803921,0.5769230769230769,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.42105263157894735,0.0,6,0.0,1.0,6.0,30.0,42.0,1.0,24.0,42.0,30,58.0,6,0
86,Feliciano Lopez,Michael Berrer,86,2,0,68,47,32,17,62,45,38,23,0.625,0.625,0.41509433962264153,0.41509433962264153,0.375,0.375,0.3137254901960784,0.3269230769230769,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.40350877192982454,0.0967741935483871,2,0.0967741935483871,0.0,2.0,17.0,32.0,0.0,23.0,32.0,17,68.0,2,6
87,Vincent Millot,Andy Murray,87,2,1,59,35,41,17,55,25,45,20,0.4375,0.4375,0.3018867924528302,0.3018867924528302,0.5625,0.5625,0.3137254901960784,0.3269230769230769,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.3508771929824561,0.07272727272727272,10,0.07272727272727272,1.0,10.0,17.0,41.0,1.0,20.0,41.0,17,59.0,10,4
88,Juan Martin Del Potro,Roberto Bautista Agut,88,2,1,69,88,31,23,72,76,28,21,0.6458333333333334,0.6458333333333334,0.8018867924528302,0.8018867924528302,0.3541666666666667,0.3541666666666667,0.43137254901960786,0.4423076923076923,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.3684210526315789,-0.041666666666666664,12,-0.041666666666666664,1.0,12.0,23.0,31.0,1.0,21.0,26.0,23,74.0,12,-3
89,Nick Kyrgios,Benoit Paire,89,2,1,50,68,50,47,66,86,34,27,0.25,0.25,0.6132075471698113,0.6132075471698113,0.75,0.75,0.9019607843137255,0.9038461538461539,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.47368421052631576,-0.24242424242424243,-18,-0.24242424242424243,1.0,-18.0,47.0,50.0,1.0,27.0,46.5,47,53.5,-18,-16
90,Grigor Dimitrov,Yen-Hsun Lu,90,2,0,70,47,30,19,59,49,41,18,0.6666666666666666,0.6666666666666666,0.41509433962264153,0.41509433962264153,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.36538461538461536,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.3157894736842105,0.1864406779661017,-2,0.1864406779661017,0.0,-2.0,19.0,30.0,0.0,18.0,30.0,19,70.0,-2,11
91,Victor Hanescu,Milos Raonic,91,2,1,64,57,36,23,67,55,33,22,0.5416666666666666,0.5416666666666666,0.5094339622641509,0.5094339622641509,0.4583333333333333,0.4583333333333333,0.43137254901960786,0.4423076923076923,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.38596491228070173,-0.04477611940298507,2,-0.04477611940298507,1.0,2.0,23.0,36.0,1.0,22.0,36.5,23,63.5,2,-3
92,Kei Nishikori,Dusan Lajovic,92,2,0,70,37,30,8,64,43,36,15,0.6666666666666666,0.6666666666666666,0.32075471698113206,0.32075471698113206,0.3333333333333333,0.3333333333333333,0.13725490196078433,0.15384615384615385,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.2631578947368421,0.09375,-6,0.09375,0.0,-6.0,8.0,30.0,0.0,15.0,30.0,8,70.0,-6,6
93,Donald Young,Andreas Seppi,93,2,0,57,57,43,33,61,71,39,29,0.3958333333333333,0.3958333333333333,0.5094339622641509,0.5094339622641509,0.6041666666666666,0.6041666666666666,0.6274509803921569,0.6346153846153846,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.5087719298245614,-0.06557377049180328,-14,-0.06557377049180328,0.0,-14.0,33.0,43.0,0.0,29.0,43.0,33,57.0,-14,-4
94,Gael Monfils,Jack Sock,94,2,0,58,48,42,23,62,47,38,23,0.4166666666666667,0.4166666666666667,0.42452830188679247,0.42452830188679247,0.5833333333333334,0.5833333333333334,0.43137254901960786,0.4423076923076923,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.40350877192982454,-0.06451612903225806,1,-0.06451612903225806,0.0,1.0,23.0,42.0,0.0,23.0,42.0,23,58.0,1,-4
95,Thanasi Kokkinakis,Rafael Nadal,95,2,1,74,45,26,11,67,33,33,10,0.75,0.75,0.39622641509433965,0.39622641509433965,0.25,0.25,0.19607843137254902,0.21153846153846154,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.17543859649122806,0.1044776119402985,12,0.1044776119402985,1.0,12.0,11.0,26.0,1.0,10.0,26.0,11,74.0,12,7
96,Novak Djokovic,Denis Istomin,96,3,0,65,41,35,10,63,38,37,20,0.5625,0.5625,0.3584905660377358,0.3584905660377358,0.4375,0.4375,0.17647058823529413,0.19230769230769232,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3508771929824561,0.031746031746031744,3,0.031746031746031744,0.0,3.0,10.0,35.0,0.0,20.0,35.0,10,65.0,3,2
97,Sam Querrey,Fabio Fognini,97,3,1,60,41,40,26,63,43,37,19,0.4583333333333333,0.4583333333333333,0.3584905660377358,0.3584905660377358,0.5416666666666666,0.5416666666666666,0.49019607843137253,0.5,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3333333333333333,-0.047619047619047616,-2,-0.047619047619047616,1.0,-2.0,26.0,40.0,1.0,19.0,40.0,26,60.0,-2,-3
98,Richard Gasquet,Tommy Robredo,98,3,1,65,70,35,21,62,61,38,28,0.5625,0.5625,0.6320754716981132,0.6320754716981132,0.4375,0.4375,0.39215686274509803,0.40384615384615385,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.49122807017543857,0.04838709677419355,9,0.04838709677419355,1.0,9.0,21.0,35.0,1.0,28.0,35.0,21,65.0,9,3
99,David Ferrer,Jeremy Chardy,99,3,0,58,44,42,17,72,44,28,17,0.4166666666666667,0.4166666666666667,0.3867924528301887,0.3867924528301887,0.5833333333333334,0.5833333333333334,0.3137254901960784,0.3269230769230769,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.2982456140350877,-0.19444444444444445,0,-0.19444444444444445,0.0,0.0,17.0,42.0,0.0,17.0,42.0,17,58.0,0,-14
100,Jerzy Janowicz,Florian Mayer,100,3,1,68,42,32,15,53,34,47,18,0.625,0.625,0.36792452830188677,0.36792452830188677,0.375,0.375,0.27450980392156865,0.28846153846153844,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.3157894736842105,0.2830188679245283,8,0.2830188679245283,1.0,8.0,15.0,32.0,1.0,18.0,32.0,15,68.0,8,15
101,Edouard Roger-Vasselin,Kevin Anderson,101,3,1,67,77,33,26,74,94,26,20,0.6041666666666666,0.6041666666666666,0.6981132075471698,0.6981132075471698,0.3958333333333333,0.3958333333333333,0.49019607843137253,0.5,0.7956989247311828,0.7956989247311828,0.20430107526881722,0.20430107526881722,0.3508771929824561,-0.0945945945945946,-17,-0.0945945945945946,1.0,-17.0,26.0,33.0,1.0,20.0,33.0,26,67.0,-17,-7
102,Damir Dzumhur,Tomas Berdych,102,3,1,57,37,43,19,44,25,56,17,0.3958333333333333,0.3958333333333333,0.32075471698113206,0.32075471698113206,0.6041666666666666,0.6041666666666666,0.35294117647058826,0.36538461538461536,0.4731182795698925,0.4731182795698925,0.5268817204301075,0.5268817204301075,0.2982456140350877,0.29545454545454547,12,0.29545454545454547,1.0,12.0,19.0,43.0,1.0,17.0,43.0,19,57.0,12,13
103,Roger Federer,Teymuraz Gabashvili,103,3,0,69,38,31,10,62,39,38,16,0.6458333333333334,0.6458333333333334,0.330188679245283,0.330188679245283,0.3541666666666667,0.3541666666666667,0.17647058823529413,0.19230769230769232,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2807017543859649,0.11290322580645161,-1,0.11290322580645161,0.0,-1.0,10.0,31.0,0.0,16.0,31.0,10,69.0,-1,7
104,Gilles Simon,Jo-Wilfried Tsonga,104,3,1,66,49,34,20,53,34,47,22,0.5833333333333334,0.5833333333333334,0.4339622641509434,0.4339622641509434,0.4166666666666667,0.4166666666666667,0.37254901960784315,0.38461538461538464,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.38596491228070173,0.24528301886792453,15,0.24528301886792453,1.0,15.0,20.0,34.0,1.0,22.0,33.5,20,66.5,15,13
105,Martin Klizan,Stephane Robert,105,3,1,72,54,28,11,53,32,47,21,0.7083333333333334,0.7083333333333334,0.4811320754716981,0.4811320754716981,0.2916666666666667,0.2916666666666667,0.19607843137254902,0.21153846153846154,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.3684210526315789,0.3584905660377358,22,0.3584905660377358,1.0,22.0,11.0,28.0,1.0,21.0,28.0,11,72.0,22,19
106,Feliciano Lopez,Andy Murray,106,3,1,64,50,36,16,57,39,43,20,0.5416666666666666,0.5416666666666666,0.44339622641509435,0.44339622641509435,0.4583333333333333,0.4583333333333333,0.29411764705882354,0.3076923076923077,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.3508771929824561,0.12280701754385964,11,0.12280701754385964,1.0,11.0,16.0,36.0,1.0,20.0,36.0,16,64.0,11,7
107,Roberto Bautista Agut,Benoit Paire,107,3,0,58,30,42,10,83,46,17,7,0.4166666666666667,0.4166666666666667,0.25471698113207547,0.25471698113207547,0.5833333333333334,0.5833333333333334,0.17647058823529413,0.19230769230769232,0.8924731182795699,0.8924731182795699,0.10752688172043011,0.10752688172043011,0.12280701754385964,-0.30120481927710846,-16,-0.30120481927710846,0.0,-16.0,10.0,42.0,0.0,7.0,49.5,10,50.5,-16,-25
108,Grigor Dimitrov,Milos Raonic,108,3,0,59,55,41,30,60,55,40,33,0.4375,0.4375,0.49056603773584906,0.49056603773584906,0.5625,0.5625,0.5686274509803921,0.5769230769230769,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.5789473684210527,-0.016666666666666666,0,-0.016666666666666666,0.0,0.0,30.0,41.0,0.0,33.0,42.0,30,58.0,0,-1
109,Kei Nishikori,Donald Young,109,3,0,64,23,36,7,54,29,46,21,0.5416666666666666,0.5416666666666666,0.18867924528301888,0.18867924528301888,0.4583333333333333,0.4583333333333333,0.11764705882352941,0.1346153846153846,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.3684210526315789,0.18518518518518517,-6,0.18518518518518517,0.0,-6.0,7.0,36.0,0.0,21.0,36.0,7,64.0,-6,10
110,Gael Monfils,Rafael Nadal,110,3,1,67,38,33,20,69,39,31,10,0.6041666666666666,0.6041666666666666,0.330188679245283,0.330188679245283,0.3958333333333333,0.3958333333333333,0.37254901960784315,0.38461538461538464,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.17543859649122806,-0.028985507246376812,-1,-0.028985507246376812,1.0,-1.0,20.0,33.0,1.0,10.0,27.5,20,72.5,-1,-2
111,Novak Djokovic,Fabio Fognini,111,4,0,59,32,41,13,72,38,28,12,0.4375,0.4375,0.27358490566037735,0.27358490566037735,0.5625,0.5625,0.23529411764705882,0.25,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.21052631578947367,-0.18055555555555555,-6,-0.18055555555555555,0.0,-6.0,13.0,41.0,0.0,12.0,41.0,13,59.0,-6,-13
112,Tommy Robredo,Stanislas Wawrinka,112,4,1,56,54,44,24,71,53,29,14,0.375,0.375,0.4811320754716981,0.4811320754716981,0.625,0.625,0.45098039215686275,0.46153846153846156,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.24561403508771928,-0.2112676056338028,1,-0.2112676056338028,1.0,1.0,24.0,44.0,1.0,14.0,40.5,24,59.5,1,-15
113,David Ferrer,Florian Mayer,113,4,0,61,52,39,27,63,55,37,24,0.4791666666666667,0.4791666666666667,0.46226415094339623,0.46226415094339623,0.5208333333333334,0.5208333333333334,0.5098039215686274,0.5192307692307693,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.42105263157894735,-0.031746031746031744,-3,-0.031746031746031744,0.0,-3.0,27.0,39.0,0.0,24.0,39.0,27,61.0,-3,-2
114,Kevin Anderson,Tomas Berdych,114,4,1,52,33,48,21,72,40,28,9,0.2916666666666667,0.2916666666666667,0.2830188679245283,0.2830188679245283,0.7083333333333334,0.7083333333333334,0.39215686274509803,0.40384615384615385,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.15789473684210525,-0.2777777777777778,-7,-0.2777777777777778,1.0,-7.0,21.0,48.0,1.0,9.0,48.0,21,52.0,-7,-20
