,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
86,Feliciano Lopez,Michael Berrer,86,2,0,68,47,32,17,62,45,38,23,0.375,0.3269230769230769,0.3333333333333333,6,2,-6,1.096774193548387,3.125,64,100,-0.4467005076142132,6.0,-6.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.096774193548387,1
87,Vincent Millot,Andy Murray,87,2,1,59,35,41,17,55,25,45,20,0.5625,0.3269230769230769,0.40860215053763443,4,10,-3,1.0727272727272728,2.4390243902439024,52,100,-0.4467005076142132,4.0,-3.0,54.19796954314721,2,59,1,41.0,1.0,41.0,1.0727272727272728,1
88,Juan Martin Del Potro,Roberto Bautista Agut,88,2,1,69,88,31,23,72,76,28,21,0.3541666666666667,0.4423076923076923,0.22580645161290322,-3,12,2,0.9583333333333334,3.225806451612903,111,100,-0.4467005076142132,-3.0,2.0,54.19796954314721,2,69,1,26.0,1.0,31.0,0.9583333333333334,1
89,Nick Kyrgios,Benoit Paire,89,2,1,50,68,50,47,66,86,34,27,0.75,0.9038461538461539,0.2903225806451613,-16,-18,20,0.7575757575757576,2.0,115,100,-0.4467005076142132,-16.0,20.0,54.19796954314721,2,50,1,46.5,1.0,50.0,0.7575757575757576,0
90,Grigor Dimitrov,Yen-Hsun Lu,90,2,0,70,47,30,19,59,49,41,18,0.3333333333333333,0.36538461538461536,0.3655913978494624,11,-2,1,1.1864406779661016,3.3333333333333335,66,100,-0.4467005076142132,11.0,1.0,54.19796954314721,2,70,1,30.0,0.0,30.0,1.1864406779661016,0
91,Victor Hanescu,Milos Raonic,91,2,1,64,57,36,23,67,55,33,22,0.4583333333333333,0.4423076923076923,0.27956989247311825,-3,2,1,0.9552238805970149,2.7777777777777777,80,100,-0.4467005076142132,-3.0,1.0,54.19796954314721,2,64,1,36.5,1.0,36.0,0.9552238805970149,1
92,Kei Nishikori,Dusan Lajovic,92,2,0,70,37,30,8,64,43,36,15,0.3333333333333333,0.15384615384615385,0.3118279569892473,6,-6,-7,1.09375,3.3333333333333335,45,100,-0.4467005076142132,6.0,-7.0,54.19796954314721,2,70,1,30.0,0.0,30.0,1.09375,0
93,Donald Young,Andreas Seppi,93,2,0,57,57,43,33,61,71,39,29,0.6041666666666666,0.6346153846153846,0.34408602150537637,-4,-14,4,0.9344262295081968,2.3255813953488373,90,100,-0.4467005076142132,-4.0,4.0,54.19796954314721,2,57,1,43.0,0.0,43.0,0.9344262295081968,0
94,Gael Monfils,Jack Sock,94,2,0,58,48,42,23,62,47,38,23,0.5833333333333334,0.4423076923076923,0.3333333333333333,-4,1,0,0.9354838709677419,2.380952380952381,71,100,-0.4467005076142132,-4.0,0.0,54.19796954314721,2,58,1,42.0,0.0,42.0,0.9354838709677419,1
95,Thanasi Kokkinakis,Rafael Nadal,95,2,1,74,45,26,11,67,33,33,10,0.25,0.21153846153846154,0.27956989247311825,7,12,1,1.1044776119402986,3.8461538461538463,56,100,-0.4467005076142132,7.0,1.0,54.19796954314721,2,74,1,26.0,1.0,26.0,1.1044776119402986,1
96,Novak Djokovic,Denis Istomin,96,3,0,65,41,35,10,63,38,37,20,0.4375,0.19230769230769232,0.3225806451612903,2,3,-10,1.0317460317460319,2.857142857142857,51,100,0.037383177570093455,2.0,-10.0,50.467289719626166,3,65,1,35.0,0.0,35.0,1.0317460317460319,1
97,Sam Querrey,Fabio Fognini,97,3,1,60,41,40,26,63,43,37,19,0.5416666666666666,0.5,0.3225806451612903,-3,-2,7,0.9523809523809523,2.5,67,100,0.037383177570093455,-3.0,7.0,50.467289719626166,3,60,1,40.0,1.0,40.0,0.9523809523809523,0
98,Richard Gasquet,Tommy Robredo,98,3,1,65,70,35,21,62,61,38,28,0.4375,0.40384615384615385,0.3333333333333333,3,9,-7,1.0483870967741935,2.857142857142857,91,100,0.037383177570093455,3.0,-7.0,50.467289719626166,3,65,1,35.0,1.0,35.0,1.0483870967741935,1
99,David Ferrer,Jeremy Chardy,99,3,0,58,44,42,17,72,44,28,17,0.5833333333333334,0.3269230769230769,0.22580645161290322,-14,0,0,0.8055555555555556,2.380952380952381,61,100,0.037383177570093455,-14.0,0.0,50.467289719626166,3,58,1,42.0,0.0,42.0,0.8055555555555556,0
100,Jerzy Janowicz,Florian Mayer,100,3,1,68,42,32,15,53,34,47,18,0.375,0.28846153846153844,0.43010752688172044,15,8,-3,1.2830188679245282,3.125,57,100,0.037383177570093455,15.0,-3.0,50.467289719626166,3,68,1,32.0,1.0,32.0,1.2830188679245282,1
101,Edouard Roger-Vasselin,Kevin Anderson,101,3,1,67,77,33,26,74,94,26,20,0.3958333333333333,0.5,0.20430107526881722,-7,-17,6,0.9054054054054054,3.0303030303030303,103,100,0.037383177570093455,-7.0,6.0,50.467289719626166,3,67,1,33.0,1.0,33.0,0.9054054054054054,0
102,Damir Dzumhur,Tomas Berdych,102,3,1,57,37,43,19,44,25,56,17,0.6041666666666666,0.36538461538461536,0.5268817204301075,13,12,2,1.2954545454545454,2.3255813953488373,56,100,0.037383177570093455,13.0,2.0,50.467289719626166,3,57,1,43.0,1.0,43.0,1.2954545454545454,1
103,Roger Federer,Teymuraz Gabashvili,103,3,0,69,38,31,10,62,39,38,16,0.3541666666666667,0.19230769230769232,0.3333333333333333,7,-1,-6,1.1129032258064515,3.225806451612903,48,100,0.037383177570093455,7.0,-6.0,50.467289719626166,3,69,1,31.0,0.0,31.0,1.1129032258064515,0
104,Gilles Simon,Jo-Wilfried Tsonga,104,3,1,66,49,34,20,53,34,47,22,0.4166666666666667,0.38461538461538464,0.43010752688172044,13,15,-2,1.2452830188679245,2.9411764705882355,69,100,0.037383177570093455,13.0,-2.0,50.467289719626166,3,66,1,33.5,1.0,34.0,1.2452830188679245,1
105,Martin Klizan,Stephane Robert,105,3,1,72,54,28,11,53,32,47,21,0.2916666666666667,0.21153846153846154,0.43010752688172044,19,22,-10,1.3584905660377358,3.5714285714285716,65,100,0.037383177570093455,19.0,-10.0,50.467289719626166,3,72,1,28.0,1.0,28.0,1.3584905660377358,1
106,Feliciano Lopez,Andy Murray,106,3,1,64,50,36,16,57,39,43,20,0.4583333333333333,0.3076923076923077,0.3870967741935484,7,11,-4,1.1228070175438596,2.7777777777777777,66,100,0.037383177570093455,7.0,-4.0,50.467289719626166,3,64,1,36.0,1.0,36.0,1.1228070175438596,1
107,Roberto Bautista Agut,Benoit Paire,107,3,0,58,30,42,10,83,46,17,7,0.5833333333333334,0.19230769230769232,0.10752688172043011,-25,-16,3,0.6987951807228916,2.380952380952381,40,100,0.037383177570093455,-25.0,3.0,50.467289719626166,3,58,1,49.5,0.0,42.0,0.6987951807228916,0
108,Grigor Dimitrov,Milos Raonic,108,3,0,59,55,41,30,60,55,40,33,0.5625,0.5769230769230769,0.3548387096774194,-1,0,-3,0.9833333333333333,2.4390243902439024,85,100,0.037383177570093455,-1.0,-3.0,50.467289719626166,3,59,1,42.0,0.0,41.0,0.9833333333333333,0
109,Kei Nishikori,Donald Young,109,3,0,64,23,36,7,54,29,46,21,0.4583333333333333,0.1346153846153846,0.41935483870967744,10,-6,-14,1.1851851851851851,2.7777777777777777,30,100,0.037383177570093455,10.0,-14.0,50.467289719626166,3,64,1,36.0,0.0,36.0,1.1851851851851851,0
110,Gael Monfils,Rafael Nadal,110,3,1,67,38,33,20,69,39,31,10,0.3958333333333333,0.38461538461538464,0.25806451612903225,-2,-1,10,0.9710144927536232,3.0303030303030303,58,100,0.037383177570093455,-2.0,10.0,50.467289719626166,3,67,1,27.5,1.0,33.0,0.9710144927536232,0
111,Novak Djokovic,Fabio Fognini,111,4,0,59,32,41,13,72,38,28,12,0.5625,0.25,0.22580645161290322,-13,-6,1,0.8194444444444444,2.4390243902439024,45,100,0.38181818181818183,-13.0,1.0,55.54545454545455,4,59,1,41.0,0.0,41.0,0.8194444444444444,0
112,Tommy Robredo,Stanislas Wawrinka,112,4,1,56,54,44,24,71,53,29,14,0.625,0.46153846153846156,0.23655913978494625,-15,1,10,0.7887323943661971,2.272727272727273,78,100,0.38181818181818183,-15.0,10.0,55.54545454545455,4,56,1,40.5,1.0,44.0,0.7887323943661971,1
113,David Ferrer,Florian Mayer,113,4,0,61,52,39,27,63,55,37,24,0.5208333333333334,0.5192307692307693,0.3225806451612903,-2,-3,3,0.9682539682539683,2.5641025641025643,79,100,0.38181818181818183,-2.0,3.0,55.54545454545455,4,61,1,39.0,0.0,39.0,0.9682539682539683,0
114,Kevin Anderson,Tomas Berdych,114,4,1,52,33,48,21,72,40,28,9,0.7083333333333334,0.40384615384615385,0.22580645161290322,-20,-7,12,0.7222222222222222,2.0833333333333335,54,100,0.38181818181818183,-20.0,12.0,55.54545454545455,4,52,1,48.0,1.0,48.0,0.7222222222222222,0
115,Roger Federer,Jo-Wilfried Tsonga,115,4,0,52,32,48,23,57,42,43,25,0.7083333333333334,0.4423076923076923,0.3870967741935484,-5,-10,-2,0.9122807017543859,2.0833333333333335,55,100,0.38181818181818183,1.5,-3.0,55.54545454545455,5,75,2,35.5,0.5,48.0,0.9122807017543859,0
116,Stephane Robert,Andy Murray,116,4,1,62,59,38,25,51,39,49,22,0.5,0.4807692307692308,0.45161290322580644,11,20,3,1.2156862745098038,2.6315789473684212,84,100,0.38181818181818183,11.0,3.0,55.54545454545455,4,62,1,38.0,1.0,38.0,1.2156862745098038,1
117,Roberto Bautista Agut,Grigor Dimitrov,117,4,1,60,57,40,21,64,44,36,22,0.5416666666666666,0.40384615384615385,0.3118279569892473,-4,13,-1,0.9375,2.5,78,100,0.38181818181818183,-4.0,-1.0,55.54545454545455,4,60,1,40.0,1.0,40.0,0.9375,1
118,Kei Nishikori,Rafael Nadal,118,4,1,71,67,29,14,66,51,34,16,0.3125,0.2692307692307692,0.2903225806451613,5,16,-2,1.0757575757575757,3.4482758620689653,81,100,0.38181818181818183,4.5,-0.5,55.54545454545455,4,71,2,30.0,1.0,30.0,1.0686480186480187,1
119,Novak Djokovic,Stanislas Wawrinka,119,5,1,58,71,42,36,73,75,27,23,0.5833333333333334,0.6923076923076923,0.21505376344086022,-15,-4,13,0.7945205479452054,2.380952380952381,107,100,-1.2222222222222223,-15.0,13.0,54.333333333333336,5,58,1,42.0,1.0,42.0,0.7945205479452054,0
120,David Ferrer,Tomas Berdych,120,5,1,52,52,48,27,61,46,39,23,0.7083333333333334,0.5192307692307693,0.34408602150537637,-9,6,4,0.8524590163934426,2.0833333333333335,79,100,-1.2222222222222223,-9.0,4.0,54.333333333333336,5,52,1,48.0,1.0,48.0,0.8524590163934426,1
121,Roger Federer,Andy Murray,121,5,0,61,60,39,28,64,61,36,28,0.5208333333333334,0.5384615384615384,0.3118279569892473,-3,-1,0,0.953125,2.5641025641025643,88,100,-1.2222222222222223,-3.0,0.0,54.333333333333336,5,61,1,39.0,0.0,39.0,0.953125,0
122,Grigor Dimitrov,Rafael Nadal,122,5,1,73,66,27,22,58,64,42,32,0.2708333333333333,0.4230769230769231,0.3763440860215054,15,2,-10,1.2586206896551724,3.7037037037037037,88,100,-1.2222222222222223,15.0,-10.0,54.333333333333336,5,73,1,26.0,1.0,27.0,1.2586206896551724,1
123,Stanislas Wawrinka,Tomas Berdych,123,6,0,62,71,38,30,61,72,39,32,0.5,0.5769230769230769,0.34408602150537637,1,-1,-2,1.0163934426229508,2.6315789473684212,101,100,-3.2857142857142856,1.0,-2.0,57.357142857142854,6,62,1,38.0,0.0,38.0,1.0163934426229508,0
124,Roger Federer,Rafael Nadal,124,6,1,65,41,35,22,66,45,34,18,0.4375,0.4230769230769231,0.2903225806451613,-1,-4,4,0.9848484848484849,2.857142857142857,63,100,-3.2857142857142856,-1.0,4.0,57.357142857142854,6,65,1,35.0,1.0,35.0,0.9848484848484849,0
125,Stanislas Wawrinka,Rafael Nadal,125,7,0,78,50,22,10,55,46,45,22,0.16666666666666666,0.19230769230769232,0.40860215053763443,23,4,-12,1.4181818181818182,4.545454545454546,60,100,5.285714285714286,19.0,-6.5,47.857142857142854,7,78,2,26.0,0.5,22.0,1.4181818181818182,1
126,Ashleigh Barty,Serena Williams,126,1,1,59,20,41,8,51,14,49,11,0.5625,0.15384615384615385,0.45161290322580644,8,6,-3,1.1568627450980393,2.4390243902439024,28,100,0.5652985074626866,8.0,-3.0,57.115671641791046,1,59,1,34.0,1.0,41.0,1.1568627450980393,1
127,Lara Arruabarrena,Vesna Dolonc,127,1,1,65,33,35,10,62,33,38,10,0.4375,0.19230769230769232,0.3333333333333333,3,0,0,1.0483870967741935,2.857142857142857,43,100,0.5652985074626866,3.0,0.0,57.115671641791046,1,65,1,35.0,1.0,35.0,1.0483870967741935,0
128,Karolina Pliskova,Pauline Parmentier,128,1,0,63,16,37,4,60,26,40,7,0.4791666666666667,0.07692307692307693,0.3548387096774194,3,-10,-3,1.05,2.7027027027027026,20,100,0.5652985074626866,3.0,-3.0,57.115671641791046,1,63,1,41.5,0.0,37.0,1.05,0
129,Daniela Hantuchova,Heather Watson,129,1,0,61,41,39,19,68,43,32,10,0.5208333333333334,0.36538461538461536,0.26881720430107525,-7,-2,9,0.8970588235294118,2.5641025641025643,60,100,0.5652985074626866,-7.0,9.0,57.115671641791046,1,61,1,39.0,0.0,39.0,0.8970588235294118,0
130,Klara Zakopalova,Samantha Stosur,130,1,1,65,28,35,11,50,18,50,7,0.4375,0.21153846153846154,0.46236559139784944,15,10,4,1.3,2.857142857142857,39,100,0.5652985074626866,15.0,4.0,57.115671641791046,1,65,1,35.0,1.0,35.0,1.3,1
131,Silvia Soler-Espinosa,Tsvetana Pironkova,131,1,1,62,28,38,12,50,18,50,14,0.5,0.23076923076923078,0.46236559139784944,12,10,-2,1.24,2.6315789473684212,40,100,0.5652985074626866,12.0,-2.0,57.115671641791046,1,62,1,38.0,1.0,38.0,1.24,1
132,Petra Martic,Annika Beck,132,1,1,67,18,33,8,50,8,50,4,0.3958333333333333,0.15384615384615385,0.46236559139784944,17,10,4,1.34,3.0303030303030303,26,100,0.5652985074626866,17.0,4.0,57.115671641791046,1,67,1,33.0,1.0,33.0,1.34,1
133,Ana Ivanovic,Kiki Bertens,133,1,0,61,15,39,11,60,24,40,9,0.5208333333333334,0.21153846153846154,0.3548387096774194,1,-9,2,1.0166666666666666,2.5641025641025643,26,100,0.5652985074626866,1.0,2.0,57.115671641791046,1,61,1,38.0,0.0,39.0,1.0166666666666666,0
134,Jie Zheng,Roberta Vinci,134,1,0,66,23,34,7,68,26,32,10,0.4166666666666667,0.1346153846153846,0.26881720430107525,-2,-3,-3,0.9705882352941176,2.9411764705882355,30,100,0.5652985074626866,-2.0,-3.0,57.115671641791046,1,66,1,34.0,0.0,34.0,0.9705882352941176,0
135,Madison Keys,Patricia Mayr-Achleitner,135,1,0,71,48,29,14,52,45,48,30,0.3125,0.2692307692307692,0.44086021505376344,19,3,-16,1.3653846153846154,3.4482758620689653,62,100,0.5652985074626866,19.0,-16.0,57.115671641791046,1,71,1,29.0,0.0,29.0,1.3653846153846154,1
136,Vera Zvonareva,Casey Dellacqua,136,1,1,66,22,34,13,65,22,35,9,0.4166666666666667,0.25,0.3010752688172043,1,0,4,1.0153846153846153,2.9411764705882355,35,100,0.5652985074626866,1.0,4.0,57.115671641791046,1,66,1,34.0,1.0,34.0,1.0153846153846153,0
137,Kirsten Flipkens,Laura Robson,137,1,0,57,14,43,5,57,18,43,11,0.6041666666666666,0.09615384615384616,0.3870967741935484,0,-4,-6,1.0,2.3255813953488373,19,100,0.5652985074626866,0.0,-6.0,57.115671641791046,1,57,1,43.0,0.0,43.0,1.0,0
138,Hao Chen Tang,Eugenie Bouchard,138,1,1,64,30,36,16,57,21,43,12,0.4583333333333333,0.3076923076923077,0.3870967741935484,7,9,4,1.1228070175438596,2.7777777777777777,46,100,0.5652985074626866,7.0,4.0,57.115671641791046,1,64,1,39.5,1.0,36.0,1.1228070175438596,1
139,Virginie Razzano,Alison Van Uytvanck,139,1,0,54,32,46,15,58,39,42,18,0.6666666666666666,0.28846153846153844,0.3763440860215054,-4,-7,-3,0.9310344827586207,2.1739130434782608,47,100,0.5652985074626866,-4.0,-3.0,57.115671641791046,1,54,1,46.0,0.0,46.0,0.9310344827586207,0
140,Lauren Davis,Sachia Vickery,140,1,0,51,14,49,12,61,23,39,7,0.7291666666666666,0.23076923076923078,0.34408602150537637,-10,-9,5,0.8360655737704918,2.0408163265306123,26,100,0.5652985074626866,-10.0,5.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.8360655737704918,0
141,Sara Errani,Julia Goerges,141,1,1,50,20,50,15,77,21,23,5,0.75,0.28846153846153844,0.17204301075268819,-27,-1,10,0.6493506493506493,2.0,35,100,0.5652985074626866,-27.0,10.0,57.115671641791046,1,50,1,48.0,1.0,50.0,0.6493506493506493,0
142,Ana Konjuh,Na Li,142,1,1,76,24,24,7,50,13,50,9,0.20833333333333334,0.1346153846153846,0.46236559139784944,26,11,-2,1.52,4.166666666666667,31,100,0.5652985074626866,26.0,-2.0,57.115671641791046,1,76,1,26.5,1.0,24.0,1.52,1
143,Kimiko Date-Krumm,Belinda Bencic,143,1,1,53,25,47,15,71,31,29,10,0.6875,0.28846153846153844,0.23655913978494625,-18,-6,5,0.7464788732394366,2.127659574468085,40,100,0.5652985074626866,-18.0,5.0,57.115671641791046,1,53,1,47.0,1.0,47.0,0.7464788732394366,0
144,Lucie Hradecka,Donna Vekic,144,1,0,47,17,53,9,54,23,46,12,0.8125,0.17307692307692307,0.41935483870967744,-7,-6,-3,0.8703703703703703,1.8867924528301887,26,100,0.5652985074626866,-7.0,-3.0,57.115671641791046,1,47,1,53.0,0.0,53.0,0.8703703703703703,0
145,Lucie Safarova,Julia Glushko,145,1,0,61,35,39,20,59,37,41,21,0.5208333333333334,0.38461538461538464,0.3655913978494624,2,-2,-1,1.0338983050847457,2.5641025641025643,55,100,0.5652985074626866,2.0,-1.0,57.115671641791046,1,61,1,39.0,0.0,39.0,1.0338983050847457,0
146,Venus Williams,Ekaterina Makarova,146,1,1,63,43,37,17,55,36,45,18,0.4791666666666667,0.3269230769230769,0.40860215053763443,8,7,-1,1.1454545454545455,2.7027027027027026,60,100,0.5652985074626866,8.0,-1.0,57.115671641791046,1,63,1,37.0,1.0,37.0,1.1454545454545455,1
147,Irina Falconi,Anabel Medina Garrigues,147,1,0,86,18,14,3,53,18,47,13,0.0,0.057692307692307696,0.43010752688172044,33,0,-10,1.6226415094339623,7.142857142857143,21,100,0.5652985074626866,33.0,-10.0,57.115671641791046,1,86,1,14.0,0.0,14.0,1.6226415094339623,0
148,Monica Niculescu,Shahar Peer,148,1,0,80,21,20,2,82,26,18,3,0.125,0.038461538461538464,0.11827956989247312,-2,-5,-1,0.975609756097561,5.0,23,100,0.5652985074626866,-2.0,-1.0,57.115671641791046,1,80,1,20.0,0.0,20.0,0.975609756097561,0
149,Sabine Lisicki,Mirjana Lucic-Baroni,149,1,0,43,17,57,8,52,32,48,15,0.8958333333333334,0.15384615384615385,0.44086021505376344,-9,-15,-7,0.8269230769230769,1.7543859649122806,25,100,0.5652985074626866,-9.0,-7.0,57.115671641791046,1,43,1,57.0,0.0,57.0,0.8269230769230769,0
150,Jarmila Gajdosova,Angelique Kerber,150,1,1,65,36,35,13,53,29,47,12,0.4375,0.25,0.43010752688172044,12,7,1,1.2264150943396226,2.857142857142857,49,100,0.5652985074626866,12.0,1.0,57.115671641791046,1,65,1,35.0,1.0,35.0,1.2264150943396226,1
151,Alla Kudryavtseva,Caroline Garcia,151,1,0,58,22,42,15,58,37,42,14,0.5833333333333334,0.28846153846153844,0.3763440860215054,0,-15,1,1.0,2.380952380952381,37,100,0.5652985074626866,0.0,1.0,57.115671641791046,1,58,1,42.0,0.0,42.0,1.0,0
152,Yanina Wickmayer,Dinah Pfizenmaier,152,1,0,48,24,52,23,58,38,42,15,0.7916666666666666,0.4423076923076923,0.3763440860215054,-10,-14,8,0.8275862068965517,1.9230769230769231,47,100,0.5652985074626866,-10.0,8.0,57.115671641791046,1,48,1,42.5,0.0,52.0,0.8275862068965517,0
153,Elena Vesnina,Alison Riske,153,1,1,64,24,36,8,62,17,38,10,0.4583333333333333,0.15384615384615385,0.3333333333333333,2,7,-2,1.032258064516129,2.7777777777777777,32,100,0.5652985074626866,2.0,-2.0,57.115671641791046,1,64,1,36.0,1.0,36.0,1.032258064516129,1
154,Alexandra Cadantu,Flavia Pennetta,154,1,1,40,16,60,14,58,14,42,9,0.9583333333333334,0.2692307692307692,0.3763440860215054,-18,2,5,0.6896551724137931,1.6666666666666667,30,100,0.5652985074626866,-18.0,5.0,57.115671641791046,1,40,1,59.5,1.0,60.0,0.6896551724137931,1
155,Anna Tatishvili,Monica Puig,155,1,1,61,30,39,13,68,20,32,5,0.5208333333333334,0.25,0.26881720430107525,-7,10,8,0.8970588235294118,2.5641025641025643,43,100,0.5652985074626866,-7.0,8.0,57.115671641791046,1,61,1,39.0,1.0,39.0,0.8970588235294118,1
156,Mona Barthel,Shuai Zhang,156,1,0,75,31,25,8,69,41,31,10,0.22916666666666666,0.15384615384615385,0.25806451612903225,6,-10,-2,1.0869565217391304,4.0,39,100,0.5652985074626866,6.0,-2.0,57.115671641791046,1,75,1,25.0,0.0,25.0,1.0869565217391304,0
157,Petra Kvitova,Luksika Kumkhum,157,1,1,48,26,52,20,60,36,40,15,0.7916666666666666,0.38461538461538464,0.3548387096774194,-12,-10,5,0.8,1.9230769230769231,46,100,0.5652985074626866,-12.0,5.0,57.115671641791046,1,48,1,52.0,1.0,52.0,0.8,0
158,Misaki Doi,Jelena Jankovic,158,1,1,60,23,40,11,52,12,48,5,0.5416666666666666,0.21153846153846154,0.44086021505376344,8,11,6,1.1538461538461537,2.5,34,100,0.5652985074626866,8.0,6.0,57.115671641791046,1,60,1,31.0,1.0,40.0,1.1538461538461537,1
159,Ayumi Morita,Nadiya Kichenok,159,1,0,63,27,37,11,62,30,38,16,0.4791666666666667,0.21153846153846154,0.3333333333333333,1,-3,-5,1.0161290322580645,2.7027027027027026,38,100,0.5652985074626866,1.0,-5.0,57.115671641791046,1,63,1,37.0,0.0,37.0,1.0161290322580645,0
160,Shuai Peng,Kurumi Nara,160,1,1,74,39,26,10,63,40,37,16,0.25,0.19230769230769232,0.3225806451612903,11,-1,-6,1.1746031746031746,3.8461538461538463,49,100,0.5652985074626866,11.0,-6.0,57.115671641791046,1,74,1,26.0,1.0,26.0,1.1746031746031746,0
161,Magdalena Rybarikova,Andrea Petkovic,161,1,0,68,23,32,6,67,27,33,8,0.375,0.11538461538461539,0.27956989247311825,1,-4,-2,1.0149253731343284,3.125,29,100,0.5652985074626866,1.0,-2.0,57.115671641791046,1,68,1,32.0,0.0,32.0,1.0149253731343284,0
162,Marina Erakovic,Sorana Cirstea,162,1,0,57,25,43,13,59,35,41,17,0.6041666666666666,0.25,0.3655913978494624,-2,-10,-4,0.9661016949152542,2.3255813953488373,38,100,0.5652985074626866,-2.0,-4.0,57.115671641791046,1,57,1,43.0,0.0,43.0,0.9661016949152542,0
163,Katerina Siniakova,Zarina Diyas,163,1,1,74,33,26,6,57,22,43,10,0.25,0.11538461538461539,0.3870967741935484,17,11,-4,1.2982456140350878,3.8461538461538463,39,100,0.5652985074626866,17.0,-4.0,57.115671641791046,1,74,1,26.0,1.0,26.0,1.2982456140350878,1
164,Varvara Lepchenko,Lesia Tsurenko,164,1,0,63,35,37,20,64,42,36,15,0.4791666666666667,0.38461538461538464,0.3118279569892473,-1,-7,5,0.984375,2.7027027027027026,55,100,0.5652985074626866,-1.0,5.0,57.115671641791046,1,63,1,37.0,0.0,37.0,0.984375,0
165,Simona Halep,Katarzyna Piter,165,1,0,77,12,23,1,61,21,39,9,0.1875,0.019230769230769232,0.34408602150537637,16,-9,-8,1.2622950819672132,4.3478260869565215,13,100,0.5652985074626866,16.0,-8.0,57.115671641791046,1,77,1,23.0,0.0,23.0,1.2622950819672132,0
166,Vania King,Carla Suarez Navarro,166,1,1,79,31,21,4,69,20,31,5,0.14583333333333334,0.07692307692307693,0.25806451612903225,10,11,-1,1.144927536231884,4.761904761904762,35,100,0.5652985074626866,10.0,-1.0,57.115671641791046,1,79,1,21.0,1.0,21.0,1.144927536231884,1
167,Irina-Camelia Begu,Galina Voskoboeva,167,1,1,64,41,36,18,62,44,38,15,0.4583333333333333,0.34615384615384615,0.3333333333333333,2,-3,3,1.032258064516129,2.7777777777777777,59,100,0.5652985074626866,2.0,3.0,57.115671641791046,1,64,1,40.5,1.0,36.0,1.032258064516129,0
168,Stefanie Voegele,Kristina Mladenovic,168,1,0,48,29,52,19,66,32,34,13,0.7916666666666666,0.36538461538461536,0.2903225806451613,-18,-3,6,0.7272727272727273,1.9230769230769231,48,100,0.5652985074626866,-18.0,6.0,57.115671641791046,1,48,1,47.0,0.0,52.0,0.7272727272727273,0
169,Dominika Cibulkova,Francesca Schiavone,169,1,0,60,21,40,11,61,33,39,14,0.5416666666666666,0.21153846153846154,0.34408602150537637,-1,-12,-3,0.9836065573770492,2.5,32,100,0.5652985074626866,-1.0,-3.0,57.115671641791046,1,60,1,40.0,0.0,40.0,0.9836065573770492,0
170,Polona Hercog,Alize Cornet,170,1,0,75,3,25,1,0,0,100,1,0.22916666666666666,0.019230769230769232,1.0,0,0,0,0.0,4.0,4,100,0.5652985074626866,0.0,0.0,57.115671641791046,1,75,1,27.5,0.0,25.0,0.0,1
171,Storm Sanders,Camila Giorgi,171,1,1,51,38,49,23,63,35,37,12,0.7291666666666666,0.4423076923076923,0.3225806451612903,-12,3,11,0.8095238095238095,2.0408163265306123,61,100,0.5652985074626866,-12.0,11.0,57.115671641791046,1,51,1,49.0,1.0,49.0,0.8095238095238095,1
172,Karin Knapp,Paula Ormaechea,172,1,0,57,26,43,7,61,26,39,8,0.6041666666666666,0.1346153846153846,0.34408602150537637,-4,0,-1,0.9344262295081968,2.3255813953488373,33,100,0.5652985074626866,-4.0,-1.0,57.115671641791046,1,57,1,43.0,0.0,43.0,0.9344262295081968,0
173,Maria Sharapova,Bethanie Mattek-Sands,173,1,0,57,27,43,10,53,31,47,13,0.6041666666666666,0.19230769230769232,0.43010752688172044,4,-4,-3,1.0754716981132075,2.3255813953488373,37,100,0.5652985074626866,4.0,-3.0,57.115671641791046,1,57,1,44.5,0.0,43.0,1.0754716981132075,0
