,Unnamed: 0,Player1,Player2,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,bucketize_FSP.1,scaling_FSP.1,Scaling_FSW.1,scaling_SSP.1,bucketize_SSP.1,Scaling_SSW.1,Scaling_FSP.2,Serve_Efficiency_Player1,serve_effectiveness,Serve_Difference,ServeEfficiencyDiff,Serve_Average.1,Serve_Effectiveness,Serve_Efficiency_Difference,Serve_Preference,ServeEffectivenessRatio,"GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Effectiveness","GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Efficiency_Player1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP.1","GROUPBY_['Player1', 'Player2']_mean_Round"
81,81,Fernando Verdasco,Teymuraz Gabashvili,2,0,60,67,40,34,68,62,32,26,Medium,0.6,67.0,0.4,medium,0.34,0.68,1.1166666666666667,0.9705882352941176,-0.11764705882352941,0.08064516129032258,50.0,1.1166666666666667,0.14607843137254906,0.9705882352941176,1.0,1.1166666666666667,1.1166666666666667,60.0,2.0
82,82,Marin Cilic,Gilles Simon,2,0,50,50,50,32,49,65,51,41,Medium,0.5,50.0,0.5,medium,0.32,0.49,1.0,0.5625,0.02040816326530612,-0.23076923076923078,50.0,1.0,0.4375,0.5625,1.0,1.0,1.0,50.0,2.0
83,83,Jo-Wilfried Tsonga,Thomaz Bellucci,2,1,64,51,36,18,45,31,55,34,Medium,0.64,51.0,0.36,medium,0.18,0.45,0.796875,1.8333333333333333,0.4222222222222222,0.6451612903225806,50.0,0.796875,-1.0364583333333333,1.8333333333333333,1.0,0.796875,0.796875,64.0,2.0
84,84,Blaz Rola,Martin Klizan,2,0,63,66,37,24,58,49,42,34,Medium,0.63,66.0,0.37,medium,0.24,0.58,1.0476190476190477,1.75,0.08620689655172414,0.3469387755102041,50.0,1.0476190476190477,-0.7023809523809523,1.75,1.0,1.0476190476190477,1.0476190476190477,63.0,2.0
85,85,Stephane Robert,Michal Przysiezny,2,1,58,56,42,30,58,50,42,24,Medium,0.58,56.0,0.42,medium,0.3,0.58,0.9655172413793104,0.8666666666666667,0.0,0.12,50.0,0.9655172413793104,0.09885057471264369,0.8666666666666667,1.0,0.9655172413793104,0.9655172413793104,58.0,2.0
86,86,Michael Berrer,Feliciano Lopez,2,0,68,47,32,17,62,45,38,23,High,0.68,47.0,0.32,low,0.17,0.62,0.6911764705882353,1.7647058823529411,0.0967741935483871,0.044444444444444446,50.0,0.6911764705882353,-1.0735294117647058,1.7647058823529411,1.0,0.6911764705882353,0.6911764705882353,68.0,2.0
87,87,Andy Murray,Vincent Millot,2,1,59,35,41,17,55,25,45,20,Medium,0.59,35.0,0.41,medium,0.17,0.55,0.5932203389830508,1.0588235294117647,0.07272727272727272,0.4,50.0,0.5932203389830508,-0.4656031904287139,1.0588235294117647,1.0,0.5932203389830508,0.5932203389830508,59.0,2.0
88,88,Roberto Bautista Agut,Juan Martin Del Potro,2,1,69,88,31,23,72,76,28,21,High,0.69,88.0,0.31,low,0.23,0.72,1.2753623188405796,2.8260869565217392,-0.041666666666666664,0.15789473684210525,50.0,1.2753623188405796,-1.5507246376811596,2.8260869565217392,1.0,1.2753623188405796,1.2753623188405796,69.0,2.0
89,89,Benoit Paire,Nick Kyrgios,2,1,50,68,50,47,66,86,34,27,Medium,0.5,68.0,0.5,medium,0.47,0.66,1.36,0.44680851063829785,-0.24242424242424243,-0.20930232558139536,50.0,1.36,0.9131914893617022,0.44680851063829785,1.0,1.36,1.36,50.0,2.0
90,90,Yen-Hsun Lu,Grigor Dimitrov,2,0,70,47,30,19,59,49,41,18,High,0.7,47.0,0.3,low,0.19,0.59,0.6714285714285714,1.4736842105263157,0.1864406779661017,-0.04081632653061224,50.0,0.6714285714285714,-0.8022556390977443,1.4736842105263157,1.0,0.6714285714285714,0.6714285714285714,70.0,2.0
91,91,Milos Raonic,Victor Hanescu,2,1,64,57,36,23,67,55,33,22,Medium,0.64,57.0,0.36,medium,0.23,0.67,0.890625,1.4782608695652173,-0.04477611940298507,0.03636363636363636,50.0,0.890625,-0.5876358695652173,1.4782608695652173,1.0,0.890625,0.890625,64.0,2.0
92,92,Dusan Lajovic,Kei Nishikori,2,0,70,37,30,8,64,43,36,15,High,0.7,37.0,0.3,low,0.08,0.64,0.5285714285714286,3.625,0.09375,-0.13953488372093023,50.0,0.5285714285714286,-3.0964285714285715,3.625,1.0,0.5285714285714286,0.5285714285714286,70.0,2.0
93,93,Andreas Seppi,Donald Young,2,0,57,57,43,33,61,71,39,29,Medium,0.57,57.0,0.43,medium,0.33,0.61,1.0,0.7272727272727273,-0.06557377049180328,-0.19718309859154928,50.0,1.0,0.2727272727272727,0.7272727272727273,1.0,1.0,1.0,57.0,2.0
94,94,Jack Sock,Gael Monfils,2,0,58,48,42,23,62,47,38,23,Medium,0.58,48.0,0.42,medium,0.23,0.62,0.8275862068965517,1.0869565217391304,-0.06451612903225806,0.02127659574468085,50.0,0.8275862068965517,-0.25937031484257866,1.0869565217391304,1.0,0.8275862068965517,0.8275862068965517,58.0,2.0
95,95,Rafael Nadal,Thanasi Kokkinakis,2,1,74,45,26,11,67,33,33,10,High,0.74,45.0,0.26,low,0.11,0.67,0.6081081081081081,3.090909090909091,0.1044776119402985,0.36363636363636365,50.0,0.6081081081081081,-2.482800982800983,3.090909090909091,1.0,0.6081081081081081,0.6081081081081081,74.0,2.0
96,96,Denis Istomin,Novak Djokovic,3,0,65,41,35,10,63,38,37,20,Medium,0.65,41.0,0.35,medium,0.1,0.63,0.6307692307692307,3.1,0.031746031746031744,0.07894736842105263,50.0,0.6307692307692307,-2.4692307692307693,3.1,1.0,0.6307692307692307,0.6307692307692307,65.0,3.0
97,97,Fabio Fognini,Sam Querrey,3,1,60,41,40,26,63,43,37,19,Medium,0.6,41.0,0.4,medium,0.26,0.63,0.6833333333333333,0.5769230769230769,-0.047619047619047616,-0.046511627906976744,50.0,0.6833333333333333,0.10641025641025648,0.5769230769230769,1.0,0.6833333333333333,0.6833333333333333,60.0,3.0
98,98,Tommy Robredo,Richard Gasquet,3,1,65,70,35,21,62,61,38,28,Medium,0.65,70.0,0.35,medium,0.21,0.62,1.0769230769230769,2.3333333333333335,0.04838709677419355,0.14754098360655737,50.0,1.0769230769230769,-1.2564102564102566,2.3333333333333335,1.0,1.0769230769230769,1.0769230769230769,65.0,3.0
99,99,Jeremy Chardy,David Ferrer,3,0,58,44,42,17,72,44,28,17,Medium,0.58,44.0,0.42,medium,0.17,0.72,0.7586206896551724,1.588235294117647,-0.19444444444444445,0.0,50.0,0.7586206896551724,-0.8296146044624746,1.588235294117647,1.0,0.7586206896551724,0.7586206896551724,58.0,3.0
100,100,Florian Mayer,Jerzy Janowicz,3,1,68,42,32,15,53,34,47,18,High,0.68,42.0,0.32,low,0.15,0.53,0.6176470588235294,1.8,0.2830188679245283,0.23529411764705882,50.0,0.6176470588235294,-1.1823529411764706,1.8,1.0,0.6176470588235294,0.6176470588235294,68.0,3.0
101,101,Kevin Anderson,Edouard Roger-Vasselin,3,1,67,77,33,26,74,94,26,20,High,0.67,77.0,0.33,low,0.26,0.74,1.1492537313432836,1.9615384615384615,-0.0945945945945946,-0.18085106382978725,50.0,1.1492537313432836,-0.8122847301951779,1.9615384615384615,1.0,1.1492537313432836,1.1492537313432836,67.0,3.0
102,102,Tomas Berdych,Damir Dzumhur,3,1,57,37,43,19,44,25,56,17,Medium,0.57,37.0,0.43,medium,0.19,0.44,0.6491228070175439,0.9473684210526315,0.29545454545454547,0.48,50.0,0.6491228070175439,-0.29824561403508765,0.9473684210526315,1.0,0.6491228070175439,0.6491228070175439,57.0,3.0
103,103,Teymuraz Gabashvili,Roger Federer,3,0,69,38,31,10,62,39,38,16,High,0.69,38.0,0.31,low,0.1,0.62,0.5507246376811594,2.8,0.11290322580645161,-0.02564102564102564,50.0,0.5507246376811594,-2.2492753623188406,2.8,1.0,0.5507246376811594,0.5507246376811594,69.0,3.0
104,104,Jo-Wilfried Tsonga,Gilles Simon,3,1,66,49,34,20,53,34,47,22,Medium,0.66,49.0,0.34,medium,0.2,0.53,0.7424242424242424,1.45,0.24528301886792453,0.4411764705882353,50.0,0.7424242424242424,-0.7075757575757575,1.45,1.0,0.7424242424242424,0.7424242424242424,66.0,3.0
105,105,Stephane Robert,Martin Klizan,3,1,72,54,28,11,53,32,47,21,High,0.72,54.0,0.28,low,0.11,0.53,0.75,3.909090909090909,0.3584905660377358,0.6875,50.0,0.75,-3.159090909090909,3.909090909090909,1.0,0.75,0.75,72.0,3.0
106,106,Andy Murray,Feliciano Lopez,3,1,64,50,36,16,57,39,43,20,Medium,0.64,50.0,0.36,medium,0.16,0.57,0.78125,2.125,0.12280701754385964,0.28205128205128205,50.0,0.78125,-1.34375,2.125,1.0,0.78125,0.78125,64.0,3.0
107,107,Benoit Paire,Roberto Bautista Agut,3,0,58,30,42,10,83,46,17,7,Medium,0.58,30.0,0.42,medium,0.1,0.83,0.5172413793103449,2.0,-0.30120481927710846,-0.34782608695652173,50.0,0.5172413793103449,-1.4827586206896552,2.0,1.0,0.5172413793103449,0.5172413793103449,58.0,3.0
108,108,Milos Raonic,Grigor Dimitrov,3,0,59,55,41,30,60,55,40,33,Medium,0.59,55.0,0.41,medium,0.3,0.6,0.9322033898305084,0.8333333333333334,-0.016666666666666666,0.0,50.0,0.9322033898305084,0.09887005649717506,0.8333333333333334,1.0,0.9322033898305084,0.9322033898305084,59.0,3.0
109,109,Donald Young,Kei Nishikori,3,0,64,23,36,7,54,29,46,21,Medium,0.64,23.0,0.36,medium,0.07,0.54,0.359375,2.2857142857142856,0.18518518518518517,-0.20689655172413793,50.0,0.359375,-1.9263392857142856,2.2857142857142856,1.0,0.359375,0.359375,64.0,3.0
110,110,Rafael Nadal,Gael Monfils,3,1,67,38,33,20,69,39,31,10,High,0.67,38.0,0.33,low,0.2,0.69,0.5671641791044776,0.9,-0.028985507246376812,-0.02564102564102564,50.0,0.5671641791044776,-0.33283582089552244,0.9,1.0,0.5671641791044776,0.5671641791044776,67.0,3.0
111,111,Fabio Fognini,Novak Djokovic,4,0,59,32,41,13,72,38,28,12,Medium,0.59,32.0,0.41,medium,0.13,0.72,0.5423728813559322,1.4615384615384615,-0.18055555555555555,-0.15789473684210525,50.0,0.5423728813559322,-0.9191655801825293,1.4615384615384615,1.0,0.5423728813559322,0.5423728813559322,59.0,4.0
112,112,Stanislas Wawrinka,Tommy Robredo,4,1,56,54,44,24,71,53,29,14,Medium,0.56,54.0,0.44,medium,0.24,0.71,0.9642857142857143,1.25,-0.2112676056338028,0.018867924528301886,50.0,0.9642857142857143,-0.2857142857142857,1.25,1.0,0.9642857142857143,0.9642857142857143,56.0,4.0
113,113,Florian Mayer,David Ferrer,4,0,61,52,39,27,63,55,37,24,Medium,0.61,52.0,0.39,medium,0.27,0.63,0.8524590163934426,0.9259259259259259,-0.031746031746031744,-0.05454545454545454,50.0,0.8524590163934426,-0.07346690953248336,0.9259259259259259,1.0,0.8524590163934426,0.8524590163934426,61.0,4.0
114,114,Tomas Berdych,Kevin Anderson,4,1,52,33,48,21,72,40,28,9,Medium,0.52,33.0,0.48,medium,0.21,0.72,0.6346153846153846,0.5714285714285714,-0.2777777777777778,-0.175,50.0,0.6346153846153846,0.06318681318681318,0.5714285714285714,1.0,0.6346153846153846,0.6346153846153846,52.0,4.0
115,115,Jo-Wilfried Tsonga,Roger Federer,4,0,52,32,48,23,57,42,43,25,Medium,0.52,32.0,0.48,medium,0.23,0.57,0.6153846153846154,0.391304347826087,-0.08771929824561403,-0.23809523809523808,50.0,0.6153846153846154,0.22408026755852845,0.391304347826087,1.0,0.6153846153846154,0.6153846153846154,52.0,4.5
116,116,Andy Murray,Stephane Robert,4,1,62,59,38,25,51,39,49,22,Medium,0.62,59.0,0.38,medium,0.25,0.51,0.9516129032258065,1.36,0.21568627450980393,0.5128205128205128,50.0,0.9516129032258065,-0.4083870967741936,1.36,1.0,0.9516129032258065,0.9516129032258065,62.0,4.0
117,117,Grigor Dimitrov,Roberto Bautista Agut,4,1,60,57,40,21,64,44,36,22,Medium,0.6,57.0,0.4,medium,0.21,0.64,0.95,1.7142857142857142,-0.0625,0.29545454545454547,50.0,0.95,-0.7642857142857142,1.7142857142857142,1.0,0.95,0.95,60.0,4.0
118,118,Rafael Nadal,Kei Nishikori,4,1,71,67,29,14,66,51,34,16,High,0.71,67.0,0.29,low,0.14,0.66,0.9436619718309859,3.7857142857142856,0.07575757575757576,0.3137254901960784,50.0,0.9436619718309859,-2.8420523138832996,3.7857142857142856,1.0,0.7544396815676668,0.7544396815676668,70.0,4.0
119,119,Stanislas Wawrinka,Novak Djokovic,5,1,58,71,42,36,73,75,27,23,Medium,0.58,71.0,0.42,medium,0.36,0.73,1.2241379310344827,0.9722222222222222,-0.2054794520547945,-0.05333333333333334,50.0,1.2241379310344827,0.25191570881226044,0.9722222222222222,1.0,1.2241379310344827,1.2241379310344827,58.0,5.0
120,120,Tomas Berdych,David Ferrer,5,1,52,52,48,27,61,46,39,23,Medium,0.52,52.0,0.48,medium,0.27,0.61,1.0,0.9259259259259259,-0.14754098360655737,0.13043478260869565,50.0,1.0,0.07407407407407407,0.9259259259259259,1.0,1.0,1.0,52.0,5.0
121,121,Andy Murray,Roger Federer,5,0,61,60,39,28,64,61,36,28,Medium,0.61,60.0,0.39,medium,0.28,0.64,0.9836065573770492,1.1428571428571428,-0.046875,-0.01639344262295082,50.0,0.9836065573770492,-0.15925058548009363,1.1428571428571428,1.0,0.9836065573770492,0.9836065573770492,61.0,5.0
122,122,Rafael Nadal,Grigor Dimitrov,5,1,73,66,27,22,58,64,42,32,High,0.73,66.0,0.27,low,0.22,0.58,0.9041095890410958,2.0,0.25862068965517243,0.03125,50.0,0.9041095890410958,-1.095890410958904,2.0,1.0,0.9041095890410958,0.9041095890410958,73.0,5.0
123,123,Tomas Berdych,Stanislas Wawrinka,6,0,62,71,38,30,61,72,39,32,Medium,0.62,71.0,0.38,medium,0.3,0.61,1.1451612903225807,1.3666666666666667,0.01639344262295082,-0.013888888888888888,50.0,1.1451612903225807,-0.22150537634408596,1.3666666666666667,1.0,1.1451612903225807,1.1451612903225807,62.0,6.0
124,124,Rafael Nadal,Roger Federer,6,1,65,41,35,22,66,45,34,18,Medium,0.65,41.0,0.35,medium,0.22,0.66,0.6307692307692307,0.8636363636363636,-0.015151515151515152,-0.08888888888888889,50.0,0.6307692307692307,-0.2328671328671329,0.8636363636363636,1.0,0.6307692307692307,0.6307692307692307,65.0,6.0
125,125,Rafael Nadal,Stanislas Wawrinka,7,0,78,50,22,10,55,46,45,22,High,0.78,50.0,0.22,low,0.1,0.55,0.6410256410256411,4.0,0.41818181818181815,0.08695652173913043,50.0,0.6410256410256411,-3.358974358974359,4.0,1.0,0.6410256410256411,0.6410256410256411,78.0,6.0
126,126,Serena Williams,Ashleigh Barty,1,1,59,20,41,8,51,14,49,11,Medium,0.59,20.0,0.41,medium,0.08,0.51,0.3389830508474576,1.5,0.1568627450980392,0.42857142857142855,50.0,0.3389830508474576,-1.1610169491525424,1.5,1.0,0.3389830508474576,0.3389830508474576,59.0,1.0
127,127,Vesna Dolonc,Lara Arruabarrena,1,1,65,33,35,10,62,33,38,10,Medium,0.65,33.0,0.35,medium,0.1,0.62,0.5076923076923077,2.3,0.04838709677419355,0.0,50.0,0.5076923076923077,-1.7923076923076922,2.3,1.0,0.5076923076923077,0.5076923076923077,65.0,1.0
128,128,Pauline Parmentier,Karolina Pliskova,1,0,63,16,37,4,60,26,40,7,Medium,0.63,16.0,0.37,medium,0.04,0.6,0.25396825396825395,3.0,0.05,-0.38461538461538464,50.0,0.25396825396825395,-2.746031746031746,3.0,1.0,0.25396825396825395,0.25396825396825395,63.0,1.0
129,129,Heather Watson,Daniela Hantuchova,1,0,61,41,39,19,68,43,32,10,Medium,0.61,41.0,0.39,medium,0.19,0.68,0.6721311475409836,1.1578947368421053,-0.10294117647058823,-0.046511627906976744,50.0,0.6721311475409836,-0.48576358930112173,1.1578947368421053,1.0,0.6721311475409836,0.6721311475409836,61.0,1.0
130,130,Samantha Stosur,Klara Zakopalova,1,1,65,28,35,11,50,18,50,7,Medium,0.65,28.0,0.35,medium,0.11,0.5,0.4307692307692308,1.5454545454545454,0.3,0.5555555555555556,50.0,0.4307692307692308,-1.1146853146853146,1.5454545454545454,1.0,0.4307692307692308,0.4307692307692308,65.0,1.0
131,131,Tsvetana Pironkova,Silvia Soler-Espinosa,1,1,62,28,38,12,50,18,50,14,Medium,0.62,28.0,0.38,medium,0.12,0.5,0.45161290322580644,1.3333333333333333,0.24,0.5555555555555556,50.0,0.45161290322580644,-0.8817204301075268,1.3333333333333333,1.0,0.45161290322580644,0.45161290322580644,62.0,1.0
132,132,Annika Beck,Petra Martic,1,1,67,18,33,8,50,8,50,4,High,0.67,18.0,0.33,low,0.08,0.5,0.26865671641791045,1.25,0.34,1.25,50.0,0.26865671641791045,-0.9813432835820896,1.25,1.0,0.26865671641791045,0.26865671641791045,67.0,1.0
133,133,Kiki Bertens,Ana Ivanovic,1,0,61,15,39,11,60,24,40,9,Medium,0.61,15.0,0.39,medium,0.11,0.6,0.2459016393442623,0.36363636363636365,0.016666666666666666,-0.375,50.0,0.2459016393442623,-0.11773472429210136,0.36363636363636365,1.0,0.2459016393442623,0.2459016393442623,61.0,1.0
134,134,Roberta Vinci,Jie Zheng,1,0,66,23,34,7,68,26,32,10,Medium,0.66,23.0,0.34,medium,0.07,0.68,0.3484848484848485,2.2857142857142856,-0.029411764705882353,-0.11538461538461539,50.0,0.3484848484848485,-1.937229437229437,2.2857142857142856,1.0,0.3484848484848485,0.3484848484848485,66.0,1.0
135,135,Patricia Mayr-Achleitner,Madison Keys,1,0,71,48,29,14,52,45,48,30,High,0.71,48.0,0.29,low,0.14,0.52,0.676056338028169,2.4285714285714284,0.36538461538461536,0.06666666666666667,50.0,0.676056338028169,-1.7525150905432594,2.4285714285714284,1.0,0.676056338028169,0.676056338028169,71.0,1.0
136,136,Casey Dellacqua,Vera Zvonareva,1,1,66,22,34,13,65,22,35,9,Medium,0.66,22.0,0.34,medium,0.13,0.65,0.3333333333333333,0.6923076923076923,0.015384615384615385,0.0,50.0,0.3333333333333333,-0.358974358974359,0.6923076923076923,1.0,0.3333333333333333,0.3333333333333333,66.0,1.0
137,137,Laura Robson,Kirsten Flipkens,1,0,57,14,43,5,57,18,43,11,Medium,0.57,14.0,0.43,medium,0.05,0.57,0.24561403508771928,1.8,0.0,-0.2222222222222222,50.0,0.24561403508771928,-1.5543859649122806,1.8,1.0,0.24561403508771928,0.24561403508771928,57.0,1.0
138,138,Eugenie Bouchard,Hao Chen Tang,1,1,64,30,36,16,57,21,43,12,Medium,0.64,30.0,0.36,medium,0.16,0.57,0.46875,0.875,0.12280701754385964,0.42857142857142855,50.0,0.46875,-0.40625,0.875,1.0,0.46875,0.46875,64.0,1.0
139,139,Alison Van Uytvanck,Virginie Razzano,1,0,54,32,46,15,58,39,42,18,Medium,0.54,32.0,0.46,medium,0.15,0.58,0.5925925925925926,1.1333333333333333,-0.06896551724137931,-0.1794871794871795,50.0,0.5925925925925926,-0.5407407407407407,1.1333333333333333,1.0,0.5925925925925926,0.5925925925925926,54.0,1.0
140,140,Sachia Vickery,Lauren Davis,1,0,51,14,49,12,61,23,39,7,Medium,0.51,14.0,0.49,medium,0.12,0.61,0.27450980392156865,0.16666666666666666,-0.16393442622950818,-0.391304347826087,50.0,0.27450980392156865,0.107843137254902,0.16666666666666666,1.0,0.27450980392156865,0.27450980392156865,51.0,1.0
141,141,Julia Goerges,Sara Errani,1,1,50,20,50,15,77,21,23,5,Medium,0.5,20.0,0.5,medium,0.15,0.77,0.4,0.3333333333333333,-0.35064935064935066,-0.047619047619047616,50.0,0.4,0.06666666666666671,0.3333333333333333,1.0,0.4,0.4,50.0,1.0
142,142,Na Li,Ana Konjuh,1,1,76,24,24,7,50,13,50,9,High,0.76,24.0,0.24,low,0.07,0.5,0.3157894736842105,2.4285714285714284,0.52,0.8461538461538461,50.0,0.3157894736842105,-2.1127819548872178,2.4285714285714284,1.0,0.3157894736842105,0.3157894736842105,76.0,1.0
143,143,Belinda Bencic,Kimiko Date-Krumm,1,1,53,25,47,15,71,31,29,10,Medium,0.53,25.0,0.47,medium,0.15,0.71,0.4716981132075472,0.6666666666666666,-0.2535211267605634,-0.1935483870967742,50.0,0.4716981132075472,-0.19496855345911945,0.6666666666666666,1.0,0.4716981132075472,0.4716981132075472,53.0,1.0
144,144,Donna Vekic,Lucie Hradecka,1,0,47,17,53,9,54,23,46,12,Medium,0.47,17.0,0.53,medium,0.09,0.54,0.3617021276595745,0.8888888888888888,-0.12962962962962962,-0.2608695652173913,50.0,0.3617021276595745,-0.5271867612293144,0.8888888888888888,1.0,0.3617021276595745,0.3617021276595745,47.0,1.0
145,145,Julia Glushko,Lucie Safarova,1,0,61,35,39,20,59,37,41,21,Medium,0.61,35.0,0.39,medium,0.2,0.59,0.5737704918032787,0.75,0.03389830508474576,-0.05405405405405406,50.0,0.5737704918032787,-0.17622950819672134,0.75,1.0,0.5737704918032787,0.5737704918032787,61.0,1.0
146,146,Ekaterina Makarova,Venus Williams,1,1,63,43,37,17,55,36,45,18,Medium,0.63,43.0,0.37,medium,0.17,0.55,0.6825396825396826,1.5294117647058822,0.14545454545454545,0.19444444444444445,50.0,0.6825396825396826,-0.8468720821661997,1.5294117647058822,1.0,0.6825396825396826,0.6825396825396826,63.0,1.0
147,147,Anabel Medina Garrigues,Irina Falconi,1,0,86,18,14,3,53,18,47,13,High,0.86,18.0,0.14,low,0.03,0.53,0.20930232558139536,5.0,0.6226415094339622,0.0,50.0,0.20930232558139536,-4.790697674418604,5.0,1.0,0.20930232558139536,0.20930232558139536,86.0,1.0
148,148,Shahar Peer,Monica Niculescu,1,0,80,21,20,2,82,26,18,3,High,0.8,21.0,0.2,low,0.02,0.82,0.2625,9.5,-0.024390243902439025,-0.19230769230769232,50.0,0.2625,-9.2375,9.5,1.0,0.2625,0.2625,80.0,1.0
149,149,Mirjana Lucic-Baroni,Sabine Lisicki,1,0,43,17,57,8,52,32,48,15,Medium,0.43,17.0,0.57,medium,0.08,0.52,0.3953488372093023,1.125,-0.17307692307692307,-0.46875,50.0,0.3953488372093023,-0.7296511627906976,1.125,1.0,0.3953488372093023,0.3953488372093023,43.0,1.0
150,150,Angelique Kerber,Jarmila Gajdosova,1,1,65,36,35,13,53,29,47,12,Medium,0.65,36.0,0.35,medium,0.13,0.53,0.5538461538461539,1.7692307692307692,0.22641509433962265,0.2413793103448276,50.0,0.5538461538461539,-1.2153846153846153,1.7692307692307692,1.0,0.5538461538461539,0.5538461538461539,65.0,1.0
151,151,Caroline Garcia,Alla Kudryavtseva,1,0,58,22,42,15,58,37,42,14,Medium,0.58,22.0,0.42,medium,0.15,0.58,0.3793103448275862,0.4666666666666667,0.0,-0.40540540540540543,50.0,0.3793103448275862,-0.08735632183908049,0.4666666666666667,1.0,0.3793103448275862,0.3793103448275862,58.0,1.0
152,152,Dinah Pfizenmaier,Yanina Wickmayer,1,0,48,24,52,23,58,38,42,15,Medium,0.48,24.0,0.52,medium,0.23,0.58,0.5,0.043478260869565216,-0.1724137931034483,-0.3684210526315789,50.0,0.5,0.4565217391304348,0.043478260869565216,1.0,0.5,0.5,48.0,1.0
153,153,Alison Riske,Elena Vesnina,1,1,64,24,36,8,62,17,38,10,Medium,0.64,24.0,0.36,medium,0.08,0.62,0.375,2.0,0.03225806451612903,0.4117647058823529,50.0,0.375,-1.625,2.0,1.0,0.375,0.375,64.0,1.0
154,154,Flavia Pennetta,Alexandra Cadantu,1,1,40,16,60,14,58,14,42,9,Medium,0.4,16.0,0.6,medium,0.14,0.58,0.4,0.14285714285714285,-0.3103448275862069,0.14285714285714285,50.0,0.4,0.2571428571428572,0.14285714285714285,1.0,0.4,0.4,40.0,1.0
155,155,Monica Puig,Anna Tatishvili,1,1,61,30,39,13,68,20,32,5,Medium,0.61,30.0,0.39,medium,0.13,0.68,0.4918032786885246,1.3076923076923077,-0.10294117647058823,0.5,50.0,0.4918032786885246,-0.8158890290037831,1.3076923076923077,1.0,0.4918032786885246,0.4918032786885246,61.0,1.0
156,156,Shuai Zhang,Mona Barthel,1,0,75,31,25,8,69,41,31,10,High,0.75,31.0,0.25,low,0.08,0.69,0.41333333333333333,2.875,0.08695652173913043,-0.24390243902439024,50.0,0.41333333333333333,-2.461666666666667,2.875,1.0,0.41333333333333333,0.41333333333333333,75.0,1.0
157,157,Luksika Kumkhum,Petra Kvitova,1,1,48,26,52,20,60,36,40,15,Medium,0.48,26.0,0.52,medium,0.2,0.6,0.5416666666666666,0.3,-0.2,-0.2777777777777778,50.0,0.5416666666666666,0.24166666666666664,0.3,1.0,0.5416666666666666,0.5416666666666666,48.0,1.0
158,158,Jelena Jankovic,Misaki Doi,1,1,60,23,40,11,52,12,48,5,Medium,0.6,23.0,0.4,medium,0.11,0.52,0.38333333333333336,1.0909090909090908,0.15384615384615385,0.9166666666666666,50.0,0.38333333333333336,-0.7075757575757575,1.0909090909090908,1.0,0.38333333333333336,0.38333333333333336,60.0,1.0
159,159,Nadiya Kichenok,Ayumi Morita,1,0,63,27,37,11,62,30,38,16,Medium,0.63,27.0,0.37,medium,0.11,0.62,0.42857142857142855,1.4545454545454546,0.016129032258064516,-0.1,50.0,0.42857142857142855,-1.025974025974026,1.4545454545454546,1.0,0.42857142857142855,0.42857142857142855,63.0,1.0
160,160,Kurumi Nara,Shuai Peng,1,1,74,39,26,10,63,40,37,16,High,0.74,39.0,0.26,low,0.1,0.63,0.527027027027027,2.9,0.1746031746031746,-0.025,50.0,0.527027027027027,-2.372972972972973,2.9,1.0,0.527027027027027,0.527027027027027,74.0,1.0
161,161,Andrea Petkovic,Magdalena Rybarikova,1,0,68,23,32,6,67,27,33,8,High,0.68,23.0,0.32,low,0.06,0.67,0.3382352941176471,2.8333333333333335,0.014925373134328358,-0.14814814814814814,50.0,0.3382352941176471,-2.4950980392156863,2.8333333333333335,1.0,0.3382352941176471,0.3382352941176471,68.0,1.0
162,162,Sorana Cirstea,Marina Erakovic,1,0,57,25,43,13,59,35,41,17,Medium,0.57,25.0,0.43,medium,0.13,0.59,0.43859649122807015,0.9230769230769231,-0.03389830508474576,-0.2857142857142857,50.0,0.43859649122807015,-0.484480431848853,0.9230769230769231,1.0,0.43859649122807015,0.43859649122807015,57.0,1.0
